PrefTaxon	12543267.A01S66	28475012.A02S69	Gblock.A03S96	NTC.A04S28	POS.A05S23
Planothidium lanceolatum	17	1553	0	0	320
Planothidium - lanceolatum-type	0	0	0	0	0
Planothidium lanceolatum-type	0	0	0	0	0
Planothidium oestrupii	0	0	0	0	0
Planothidium peragalloi	0	0	0	0	0
Planothidium pericavum	0	0	0	0	0
Planothidium rostratum	0	0	0	0	0
Planothidium subatomoides	0	0	0	0	0
Platessa conspicua	0	0	0	0	0
Pleurosigma elongatum	0	0	0	0	0
Pleurosira	0	0	0	0	0
Pleurosira laevis	0	0	0	0	0
Porosira	0	0	0	0	0
Prestauroneis integra	0	0	0	0	0
Psammodictyon constrictum	0	0	0	0	0
Psammodictyon panduriforme	0	0	0	0	0
Psammothidium	0	0	0	0	0
Psammothidium abundans	0	0	0	0	0
Psammothidium acidoclinatum	0	0	0	0	0
Psammothidium bioretii	0	13	0	0	0
Psammothidium bristolicum	0	0	0	0	0
Psammothidium chlidanos	0	0	0	0	0
Psammothidium daonense	6	47	0	0	0
Psammothidium didymum	0	0	0	0	0
Psammothidium grishunum	0	0	0	0	0
Psammothidium helveticum	0	0	0	0	0
Psammothidium kuelbsii	0	0	0	0	0
Psammothidium lauenburgianaum	0	0	0	0	0
Psammothidium lauenburgianum	0	0	0	0	0
Psammothidium levanderi	0	0	0	0	0
Psammothidium marginulatum	0	0	0	0	0
Psammothidium pseudoswazi	0	0	0	0	0
Psammothidium punctulatum	0	0	0	0	0
Psammothidium reversum	0	0	0	0	0
Psammothidium rossii	0	0	0	0	0
Psammothidium scoticum	0	0	0	0	0
Psammothidium subatomoides	0	0	0	0	0
Pseudogomphonema kamschaticum	0	0	0	0	0
Pseudostaurosira	0	0	0	0	0
Pseudostaurosira brevistriata	0	0	0	0	0
Pseudostaurosira medliniae	0	0	0	0	0
Pseudostaurosira microstriata	0	0	0	0	0
Pseudostaurosira pseudoconstruens	0	0	0	0	0
Pseudostaurosira robusta	0	0	0	0	0
Pseudostaurosira shiloi	0	0	0	0	0
Pseudostaurosira / Staurosira agg.	0	0	0	0	0
Pseudostaurosira zeilleri	0	0	0	0	0
Pseudostriatella pacifica	0	0	0	0	0
Reimeria	0	0	0	0	0
Reimeria sinuata	704	4671	0	0	217
Reimeria sinuata form antiqua	0	0	0	0	0
Reimeria uniseriata	0	0	0	0	0
Rhabdonema adriaticum	0	0	0	0	0
Rhabdonema minutum	0	0	0	0	0
Rhaphoneis	0	0	0	0	0
Rhizosolenia	0	0	0	0	0
Rhoicosphenia abbreviata	21487	2782	0	0	10096
Rhoicosphenia curvata	0	0	0	0	0
Rhopalodia	0	0	0	0	0
Rhopalodia brebissonii	0	0	0	0	0
Rhopalodia gibba	0	0	0	0	0
Rhopalodia gibberula	0	0	0	0	0
Rhopalodia gibberula var. rupestris	0	0	0	0	0
Rhopalodia hirundiniformis	0	0	0	0	0
Rossia	0	0	0	0	0
Rossithidium	0	0	0	0	0
Rossithidium anastasiae	0	0	0	0	0
Rossithidium linearis	0	0	0	0	0
Rossithidium nodosum	0	0	0	0	0
Rossithidium petersenii	0	0	0	0	0
Rossithidium pusillum	0	0	0	0	0
Roundia cardiophora	0	0	0	0	0
Scoliopleura peisonis	0	0	0	0	0
Sellaphora	0	0	0	0	0
Sellaphora absoluta	0	0	0	0	0
Sellaphora americana	0	0	0	0	0
Sellaphora arvensis	0	0	0	0	0
Sellaphora atomoides	0	0	0	0	0
Sellaphora auldreekie	0	0	0	0	0
Sellaphora bacilloides	0	0	0	0	0
Sellaphora bacillum	0	0	0	0	0
Sellaphora bisexualis	0	0	0	0	0
Sellaphora blackfordensis	0	0	0	0	0
Sellaphora capitata	0	0	0	0	0
Sellaphora caput	0	0	0	0	0
Sellaphora difficillima	0	0	0	0	0
Sellaphora joubaudii	0	0	0	0	71
Sellaphora laevissima	0	0	0	0	0
Sellaphora lanceolata	0	0	0	0	0
Sellaphora minima	0	60	0	0	361
Sellaphora nigrii	0	0	0	0	0
Sellaphora obesa	0	0	0	0	0
Sellaphora pseudopupula	0	0	0	0	0
Sellaphora pupula	0	0	0	0	0
Sellaphora rotunda	0	0	0	0	0
Sellaphora saugerressi	0	0	0	0	0
Sellaphora seminulum	0	2	0	0	1016
Sellaphora stroemii	0	0	0	0	0
Sellaphora submuralis	0	0	0	0	0
Sellaphora subrotundata	0	0	0	0	0
Sellaphora utermoehlii	0	0	0	0	0
Sellaphora vitabunda	0	0	0	0	0
Seminavis	0	0	0	0	0
Seminavis robusta	0	0	0	0	0
Semiorbis hemicyclus	0	0	0	0	0
Shionodiscus ritscheri	0	0	0	0	0
Simonsenia aveniformis	0	0	0	0	0
Simonsenia delognei	0	0	0	0	0
Skeletonema	0	0	0	0	0
Stauroforma exiguiformis	0	0	0	0	0
Stauroneis	0	0	0	0	0
Stauroneis acuta	0	0	0	0	0
Stauroneis alpina	0	0	0	0	0
Stauroneis anceps	0	0	0	0	0
Stauroneis anceps form gracilis	0	0	0	0	0
Stauroneis anceps form linearis	0	0	0	0	0
Stauroneis anceps var. rhomboidalis	0	0	0	0	0
Stauroneis gracilior	0	0	0	0	0
Stauroneis kriegeri	0	0	0	0	0
Stauroneis kriegeri form undulata	0	0	0	0	0
Stauroneis laterostrata	0	0	0	0	0
Stauroneis legumen	0	0	0	0	0
Stauroneis montana	0	0	0	0	0
Stauroneis obtusa	0	0	0	0	0
Stauroneis palustris	0	0	0	0	0
Stauroneis phoenicenteron	0	0	0	0	0
Stauroneis producta	0	0	0	0	0
Stauroneis prominula	0	0	0	0	0
Stauroneis schmidiae	0	0	0	0	0
Stauroneis simulans	0	0	0	0	0
Stauroneis smithii	0	0	0	0	0
Stauroneis tackei	0	0	0	0	0
Stauroneis thermicola	0	0	0	0	0
Staurosira	0	0	0	0	0
Staurosira construens	0	0	0	0	0
Staurosira construens var. binodis	0	0	0	0	0
Staurosira construens var. exigua	0	0	0	0	0
Staurosira construens var. pumila	0	0	0	0	0
Staurosira elliptica	0	0	0	0	0
Staurosira oldenburgiana	0	0	0	0	0
Staurosira subsalina	0	0	0	0	0
Staurosira venter	0	0	0	0	0
Staurosirella	0	0	0	0	0
Staurosirella lapponica	0	0	0	0	0
Staurosirella leptostauron	0	0	0	0	0
Staurosirella leptostauron var. dubia	0	0	0	0	0
Staurosirella martyi	0	0	0	0	0
Staurosirella pinnata	0	0	0	0	0
Staurosirella pinnata var. lancettula	0	0	0	0	0
Stenopterobia	0	0	0	0	0
Stenopterobia curvula	0	0	0	0	0
Stenopterobia delicatissima	0	0	0	0	0
Stenopterobia densestriata	0	0	0	0	0
Stenopterobia pumila	0	0	0	0	0
Stenopterobia sigmatella	0	0	0	0	0
Stephanodiscus	0	0	0	0	0
Stephanodiscus agassizensis	0	0	0	0	0
Stephanodiscus alpinus	0	0	0	0	0
Stephanodiscus binderanus	0	0	0	0	0
Stephanodiscus hantzschii	0	0	0	0	0
Stephanodiscus medius	0	0	0	0	0
Stephanodiscus minutulus	0	0	0	0	0
Stephanodiscus neoastraea	0	0	0	0	0
Stephanodiscus niagarae	0	0	0	0	0
Stephanodiscus parvus	0	0	0	0	0
Stephanodiscus - type	0	0	0	0	0
Stephanodiscus yellowstonensis	0	0	0	0	0
Surirella	7	0	0	0	1
Surirella angusta	51	32	0	0	5
Surirella bifrons	0	0	0	0	0
Surirella birostrata	0	0	0	0	0
Surirella biseriata	0	0	0	0	0
Surirella biseriata var. bifrons fo. amphioxys	0	0	0	0	0
Surirella brebissonii	2014	1013	0	0	459
Surirella brebissonii var. kuetzingii	0	0	0	0	0
Surirella brightwellii	0	0	0	0	0
Surirella capronii	0	0	0	0	0
Surirella costata	0	0	0	0	0
Surirella crumena	0	0	0	0	0
Surirella delicatissima	0	0	0	0	0
Surirella elegans	0	0	0	0	0
Surirella gracilis	0	0	0	0	0
Surirella helissella	0	0	0	0	0
Surirella helvetica	0	0	0	0	0
Surirella iconella	0	0	0	0	0
Surirella imbuta	0	0	0	0	0
Surirella islandica	0	0	0	0	0
Surirella lapponica	0	0	0	0	0
Surirella linearis	0	0	0	0	0
Surirella linearis var. helvetica	0	0	0	0	0
Surirella lineopunctata	0	0	0	0	0
Surirella minuta	0	0	0	0	0
Surirella ovalis	0	0	0	0	0
Surirella ovata	0	0	0	0	0
Surirella ovata var. minuta	0	0	0	0	0
Surirella roba	0	0	0	0	0
Surirella spiralis	0	0	0	0	0
Surirella splendida	0	0	0	0	89
Surirella suecica	0	0	0	0	0
Surirella tenera	0	0	0	0	0
Surirella tenuissima	0	0	0	0	0
Surirella terricola	0	0	0	0	0
Synedra	0	0	0	0	0
Synedra acus var. angustissima	0	0	0	0	0
Synedra acus var. delicatissima	0	0	0	0	0
Synedra amphicephala	0	0	0	0	0
Synedra bacillaris	0	0	0	0	0
Synedra capitata	0	0	0	0	0
Synedra cyclopum	0	0	0	0	0
Synedra delicatissima var. angustissima	0	0	0	0	0
Synedra fasciculata	0	0	0	0	0
Synedra fragilarioides	0	0	0	0	0
Synedra fulgens var. gigantea	0	0	0	0	0
Synedra minuscula	0	0	0	0	0
Synedra nana	0	0	0	0	0
Synedra (Other)	0	0	0	0	0
Synedra pulchella	0	0	0	0	0
Synedra rumpens var. familiaris	0	0	0	0	0
Synedra rumpens var. scotica	0	0	0	0	0
Synedra tabulata	0	0	0	0	0
Synedra tenera / nana type	0	0	0	0	0
Synedra ulna var. aequalis	0	0	0	0	0
Synedra ulna var. biceps	0	0	0	0	0
Synedra ulna var. danica	0	0	0	0	0
Synedra ulna var. oxyrhynchus	0	0	0	0	0
Synedrella	0	0	0	0	0
Synedrella parasitica	0	0	0	0	0
Synedrella subconstricta	0	0	0	0	0
Synedropsis	0	0	0	0	0
Synedropsis hyperborea	0	0	0	0	0
Synedropsis recta	0	0	0	0	0
Tabellaria	0	0	0	0	0
Tabellaria binalis	0	0	0	0	0
Tabellaria fenestrata	0	0	0	0	0
Tabellaria flocculosa	0	0	0	0	0
Tabellaria kuetzingiana	0	0	0	0	0
Tabellaria quadriseptata	0	0	0	0	0
Tabellaria ventricosa	0	0	0	0	0
Tabularia	0	0	0	0	0
Tabularia fasciculata	0	0	0	0	0
Tabularia laevis	0	0	0	0	0
Tabularia tabulata	0	0	0	0	0
Terpsinoe americana	0	0	0	0	0
Tetracyclus	0	0	0	0	0
Tetracyclus emarginatus	0	0	0	0	0
Tetracyclus lacustris	0	0	0	0	0
Tetracyclus rupestris	0	0	0	0	0
Thalassiosira	0	0	0	0	0
Thalassiosira aestivalis	0	0	0	0	0
Thalassiosira angulata	0	0	0	0	0
Thalassiosira antarctica	0	0	0	0	0
Thalassiosira bramaputrae	0	0	0	0	0
Thalassiosira eccentrica	0	0	0	0	0
Thalassiosira gessneri	0	0	0	0	0
Thalassiosira gravida	0	0	0	0	0
Thalassiosira guiard	0	0	0	0	0
Thalassiosira minima	0	0	0	0	0
Thalassiosira minuscula	0	0	0	0	0
Thalassiosira nodulolineata	0	0	0	0	0
Thalassiosira nordenskioeldii	0	0	0	0	0
Thalassiosira oceanica	0	0	132980	0	0
Thalassiosira oestrupii	0	0	0	0	0
Thalassiosira pacifica	0	0	0	0	0
Thalassiosira profunda	0	0	0	0	0
Thalassiosira pseudonana	0	0	0	0	0
Thalassiosira punctigera	0	0	0	0	0
Thalassiosira rotula	0	0	0	0	0
Thalassiosira tumida	0	0	0	0	0
Toxarium hennedyanum	0	0	0	0	0
Toxarium undulatum	0	0	0	0	0
Tryblionella	0	0	0	0	0
Tryblionella acuminata	0	0	0	0	0
Tryblionella acuta	0	0	0	0	0
Tryblionella angustata	0	0	0	0	0
Tryblionella apiculata	0	0	0	0	0
Tryblionella calida	0	0	0	0	0
Tryblionella debilis	0	0	0	0	0
Tryblionella hungarica	0	0	0	0	0
Tryblionella lanceola	0	0	0	0	0
Tryblionella littoralis	0	0	0	0	0
Ulnaria	0	0	0	0	0
Ulnaria acus	86	23	0	0	1
Ulnaria ulna	5596	222	0	0	1431
Unidentified pennate diatoms	0	0	0	0	0
Unknown diatom	14	17	0	0	0
